time,served_request,request_rate,avgResponseTime,performance,cpu_usage,memory
1602543368,2103,421,670.906344539372,0.627509343780388,31.5,71073792
1602543378,2117,428,670.188965862744,0.629673154133108,31.3,71516160
1602543388,2165,433,670.580463101077,0.645709238228633,32,71532544
1602543398,2140,425,680.212767658947,0.630685015626018,32.2,71344128
1602543408,2131,426,677.494925101113,0.627310972014396,31.8,71565312
1602543418,2126,425,669.774597137466,0.634541832157263,32,71475200
1602543428,2129,423,686.683453881948,0.617460632847712,31.4,71491584
1602543438,2124,424,675.406227228556,0.627770344581853,31.8,71655424
1602543448,2174,431,660.439980940306,0.655623542632161,31.7,70967296
1602543458,2347,469,3.20511418908619,146.32863989589,35.5,65798144
1602543468,2351,469,3.41775000526367,137.224782174733,36.9,65863680
1602543478,2321,462,3.1959060346808,144.55994481269,36.1,65642496
1602543488,2242,472,6.45692171952642,69.6926522493145,37.2,67461120
1602543498,2156,425,678.90949273596,0.634841616756747,31.7,71229440
1602543508,2143,426,673.66389999087,0.63533165426528,31.3,71663616
1602543518,2119,423,672.341029786906,0.627657663751013,31.4,71647232
1602543528,2130,424,676.133660195579,0.628573941840233,31.6,71819264
1602543538,2162,433,660.327023537924,0.652706893155413,31.8,71540736
1602543548,2169,432,661.338033298019,0.651709078110404,32.3,71213056
1602543558,2142,429,673.990926711388,0.635023385386426,31.7,71692288
1602543568,2141,424,677.471476478701,0.63176091519693,31.7,71274496
1602543578,2124,424,662.102503628381,0.641894567187048,31,71340032
1602543588,1906,323,645.29249487994,0.590429925999507,26.4,65351680
1602543598,2319,465,3.08602007363777,150.67951241544,35.6,65818624
1602543608,2389,467,3.34499140771776,139.611718858981,37.2,65564672
1602543618,2364,466,3.22212150254225,144.625210325658,37.1,65474560
1602543628,2295,458,3.1182396126209,146.877744143289,36.5,66064384
1602543638,2292,459,3.16303157057438,145.430100755039,36.7,66342912
